1.000000000000000000e+00,7.804644059194079230e-04
2.000000000000000000e+00,1.023901540548636472e-04
2.500000000000000000e+00,5.792047315542244308e-05
3.000000000000000000e+00,3.784453808704271559e-05
3.500000000000000000e+00,2.619884165709283525e-05
3.600000000000000089e+00,2.722964019026581295e-05
3.600000000000000089e+00,6.593164184076336142e-05
3.500000000000000000e+00,1.863487073924610671e-04
3.000000000000000000e+00,8.766414730742834666e-04
2.500000000000000000e+00,4.570736356049689454e-03
2.200000000000000178e+00,9.414064374818505859e-03
2.100000000000000089e+00,1.912555852709600310e-02
2.000000000000000000e+00,5.000000000000000000e+00
1.000000000000000000e+00,5.000000000000000000e+00
