1.000000000000000000e+00,1.659991193308207045e-04
2.000000000000000000e+00,1.631609727445535772e-05
3.000000000000000000e+00,6.358156117627116422e-06
3.500000000000000000e+00,5.728496200299511760e-06
4.099999999999999645e+00,3.778207026038625510e-06
4.200000000000000178e+00,5.561115274368858422e-06
4.200000000000000178e+00,1.426798139257930094e-05
4.099999999999999645e+00,2.661276951707002489e-05
3.500000000000000000e+00,1.042359976278219670e-04
3.000000000000000000e+00,3.971972054017129574e-04
2.000000000000000000e+00,1.993298000321768598e-02
1.000000000000000000e+00,3.000000000000000000e+00
