1.000000000000000000e+00,6.987265335546029429e-04
2.000000000000000000e+00,7.334728050260321507e-05
2.500000000000000000e+00,4.943740208117250310e-05
2.799999999999999822e+00,4.335392125501525654e-05
3.000000000000000000e+00,6.169804443909944534e-05
3.000000000000000000e+00,1.422223160965106010e-04
2.799999999999999822e+00,3.031973628178689061e-04
2.500000000000000000e+00,8.443967193209595381e-04
2.100000000000000089e+00,2.399581070731477122e-03
2.000000000000000000e+00,3.415447937384976772e-03
1.000000000000000000e+00,5.000000000000000000e+00
