1.000000000000000000e+00,1.010756809965390437e-04
2.000000000000000000e+00,9.761189979233462604e-06
2.500000000000000000e+00,5.361559290572880537e-06
3.000000000000000000e+00,3.973061784942819234e-06
3.500000000000000000e+00,3.088827045034961000e-06
3.700000000000000178e+00,4.051535517306942788e-06
3.700000000000000178e+00,8.902883065308182567e-06
3.500000000000000000e+00,1.333081603548743628e-05
3.000000000000000000e+00,9.349496307996349887e-05
2.500000000000000000e+00,5.696985384856574240e-04
2.000000000000000000e+00,9.192470998096429619e-03
1.000000000000000000e+00,3.000000000000000000e+00
