1.000000000000000000e+00,3.536176252381133169e-04
2.000000000000000000e+00,5.244147272591359127e-05
2.500000000000000000e+00,2.140387607449444150e-05
3.000000000000000000e+00,1.226071070586720881e-05
3.500000000000000000e+00,7.378536518459892591e-06
4.000000000000000000e+00,5.094975409401020524e-06
4.500000000000000000e+00,4.141704129527774932e-06
4.700000000000000178e+00,4.880264101829442402e-06
4.700000000000000178e+00,9.525424908298421177e-06
4.500000000000000000e+00,2.538271513716423402e-05
4.000000000000000000e+00,8.284961095012953643e-05
3.500000000000000000e+00,4.429297665884087461e-04
3.000000000000000000e+00,1.683630763921799061e-03
2.500000000000000000e+00,4.921893590730921746e-03
2.200000000000000178e+00,9.893386433783020462e-03
2.100000000000000089e+00,1.984089152473796427e-02
2.000000000000000000e+00,5.000000000000000000e+00
1.000000000000000000e+00,5.000000000000000000e+00
