1.000000000000000000e+00,1.688961552780456933e-03
2.000000000000000000e+00,3.432179834843133472e-04
2.500000000000000000e+00,2.232003207383824721e-04
2.600000000000000089e+00,2.495768484501445571e-04
2.700000000000000178e+00,2.839981546742372182e-04
2.700000000000000178e+00,5.234138700231896930e-04
2.600000000000000089e+00,1.156384119586754229e-03
2.500000000000000000e+00,2.318745857917390435e-03
2.200000000000000178e+00,5.554709905744523342e-03
2.100000000000000089e+00,1.336591623897401618e-02
2.000000000000000000e+00,5.000000000000000000e+00
1.000000000000000000e+00,5.000000000000000000e+00
